,F_SESSION,k_aircraft,k_operator,k_mission,flight_document,cluster
20,3131773,41622,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 3_4_4_4_2 2_6_6_6_6 6_115_115_115_12 7471_5814_5814_5814_5939 1096_1335_1335_1335_1099 1097_1096_1096_1096_1097 1095_1099_1099_1095_1099 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 114_116_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 5619_5620_5620_5620_5619 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 115_7_7_7_3189 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,3
21,3131774,41559,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 8360_1092_1092_1092_1612 1335_1313_1313_1313_1335 4194_1294_4194_4194_1294 1294_4194_4194_1294_4194 4194_1332_1528_1528_1332 1332_1528_1528_1332_1527 726_1543_1543_1543_726 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2321_8450_8450_8450_8442 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 4217_8483_8483_8483_3688 1486_291_291_291_291 3_3_3_3_4 4_2_2_2_3 2_3_3_3_3 3_3_3_3_4 2_3_3_2_3 2_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2,2
22,3131789,46874,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_8599 1646_4088_4088_4088_3390 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1545_2767_1545_2767_1545 2767_1545_2767_1545_2799 2799_1893_1893_1893_2799 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191,0
23,3131796,41559,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_2_5_5 2_5_5_5_5 5_5_5_5_2 5_2_2_5_2 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_7 718_5941_5941_5941_722 1207_1124_1124_1124_1207 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 2788_1304_1304_1304_1299 7690_2456_2456_2456_2454 2454_2456_2456_2456_2454 2457_3044_3044_3044_2454 2454_2456_2456_2454_2456 2456_2454_2454_2454_2456 2456_2454_2454_2456_2454 2456_2454_2454_2454_2456 2457_2456_2456_2456_2457 2456_2454_2454_2456_2454 2456_2454_2454_2454_2456 2454_2456_2456_2454_2456 2454_2456_2456_2454_2456 2456_2454_2454_2456_2454 2456_2454_2454_2456_2454 115_115_115_115_115 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2,2
24,3131800,41624,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 8110_1498_5929_5929_4182 1095_1099_1099_1099_1095 1097_1096_1096_1096_1097 1096_1097_1097_1097_1096 1097_1096_1096_1096_1097 1207_1124_1124_1124_1207 1124_1207_1207_1207_1124 1096_1097_1097_1097_1096 1096_1207_1207_1207_1096 1207_1096_1096_1096_1097 1097_1096_1097_1097_1124 1124_1096_1096_1096_1207 1097_1124_1124_1124_1207 1096_1097_1097_1096_1097 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2313_2328_2328_2328_2329 2328_2327_2327_2327_2329 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1332_1528_1528_1528_1332 1332_1332_1528_1332_1527 1142_1523_1142_1142_1523 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_5_2_2_5 5_2_2_5_2 5_2_2_2_5 2_5_2_5_5 5_2_5_5_2 5_2_2_2_5 2_5_2_2_5 5_2_2_5_2 5_4_4_4_5 4_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 3_2_3_3_2 189_190_190_190_190 190_190_190_190_191,3
25,3131808,46829,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 1208_1123_1123_1123_1209 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1845_2173_2173_2173_1919 1208_1099_1099_1099_1097 1097_1096_1096_1096_1097 1096_1097_1097_1097_1096 1097_1124_1097_1097_1124 7_119_119_119_119 119_119_119_119_2 3_4_4_4_3 3_4_4_4_3 5_4_4_5_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
26,3131813,46829,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_4 4_3_4_4_3 3_4_4_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 2918_2870_2870_2870_1679 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
27,3131814,48117,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1039 502_323_323_323_5715 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2799_2477_2477_2477_2794 1887_3071_3071_3071_3086 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
28,3131823,48090,3,1,4_5_5_5_5 2_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_1611 715_717_717_717_718 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1322_1117_1117_1117_1323 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_4 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 4_3_3_3_4 4_3_3_3_3 3_3_3_3_2 3_2_2_3_2 189_190_190_190_190 190_190_190_190_191,0
29,3131859,52519,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 4_3_3_4_3 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 2457_3044_3044_3044_2457 3044_2457_2457_2457_3044 3067_2840_2840_2840_3066 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 3061_3060_3060_3060_3061 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 119_119_119_119_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 5_5_2_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 5_2_2_2_4 4_3_3_3_3 3_3_3_3_2 3_2_2_2_3 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
30,3131888,41619,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 1097_1096_1097_1097_1124 1096_1207_1207_1207_1096 1207_1096_1096_1096_1207 1097_1096_1096_1096_1097 1095_1099_1099_1099_1095 1096_1207_1207_1207_1124 2462_1313_1313_1313_1095 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 1096_1097_1097_1097_1096 1096_1097_1097_1097_1096 1124_1207_1207_1124_1097 1097_1207_1207_1207_1096 1207_1096_1096_1096_1097 1097_1096_1096_1096_1207 1096_1207_1207_1207_1124 1097_1096_1096_1096_1207 1207_1096_1096_1096_1097 1096_1207_1207_1207_1096 1096_1207_1207_1207_1096 1097_1096_1096_1207_1124 1207_1124_1124_1124_1207 1097_1096_1096_1096_1097 1097_1124_1124_1124_1207 2955_4125_4125_4125_8332 7_119_119_119_119 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
31,3131938,46450,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 1096_1097_1097_1097_1096 1096_1097_1097_1097_1096 1096_1097_1097_1097_1096 1097_1096_1096_1096_1097 1096_1097_1097_1097_1096 1097_1124_1124_1207_1124 1097_1096_1096_1096_1097 1097_1096_1096_1097_1096 1124_1097_1097_1097_1096 1124_1097_1097_1097_1096 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 1051_2428_2428_2428_1052 5941_720_720_720_8036 1097_1096_1096_1096_1207 1207_1124_1124_1124_1207 1096_1207_1207_1207_1124 1124_1207_1207_1207_1124 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 3_3_3_3_4 4_3_3_3_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,3
32,3131953,52524,83,1,2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 1894_1895_1895_1894_1895 1894_1895_1895_1895_1877 1874_1877_1877_1877_1874 1874_1877_1877_1877_1375 1887_1545_1545_1545_2767 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2182_2192_2192_2192_2182 2192_2182_2182_2182_2192 2192_2182_2182_2182_2192 2192_2182_2182_2182_2192 3793_3054_3054_3054_9196 2082_2092_2092_2072_2092 7546_8184_8184_8184_8184 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
33,3132003,48112,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 4_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 4092_1352_1516_1516_1352 4092_1370_1370_1370_4092 1352_1370_1370_1370_4092 2477_2794_2794_2794_1370 1144_1144_4077_1144_1144 1369_4214_4214_4214_1369 1887_3071_3071_3071_3086 7_119_119_119_119 119_119_119_119_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,2
34,3132004,48109,20,-2,2_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 7_115_115_115_291 8110_1498_5929_5929_4182 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 115_115_115_115_7 7_193_193_193_193 193_193_193_193_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 7_7_116_7_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 114_116_116_7_7 116_7_7_7_116 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 119_119_119_119_2 4_5_5_5_5 5_5_5_5_2 5_2_5_5_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190,0
35,3132035,48117,10,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 4_3_3_3_3 6_6_6_6_7 7_115_115_115_1039 1331_1352_1352_1352_4214 3492_3493_3493_3493_3492 114_116_116_7_7 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2811_1545_1545_1545_2767 2767_1545_1545_1545_2767 2767_1545_1545_1545_2767 2767_1545_1545_1545_2767 1545_1885_1885_1885_1884 2767_2767_1545_2767_2767 1545_2767_2767_2767_1545 2767_2767_1545_2767_2767 1893_2799_2799_2799_1893 2767_2767_1545_2767_2767 1545_2767_2767_2767_1545 2767_1545_1545_1545_2767 1885_1884_1884_1884_1885 1884_1885_1885_1885_1545 1545_2767_2767_2767_1545 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
36,3132037,50440,83,1,4_5_5_5_5 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_8599 5814_5939_5939_5939_1839 1097_1096_1096_1096_1097 1097_1124_1124_1207_1096 2459_2461_2461_2461_2459 7485_7486_7486_7486_8118 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_8599 4_3_3_3_3 3_3_3_3_4 2_5_5_5_5 5_5_5_5_2 5_2_5_5_2 189_190_190_190_190,2
37,3132062,46852,20,-2,2_3_3_3_3 3_3_3_3_2 2_3_3_2_3 4_3_3_3_3 3_3_3_3_4 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 2_6_6_6_6 6_6_6_6_7 6_7_7_7_115 7_115_115_115_8144 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_7_116_7_7 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_4 4_5_5_5_5 2_3_3_3_3 3_3_3_3_2 4_5_5_5_5 5_5_5_5_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 7_7_116_7_7 116_7_7_7_116 7_7_116_7_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 114_116_116_116_7 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 7_116_7_7_116 7_7_116_7_7 119_119_119_119_2 2_6_6_6_6 2476_8039_8039_8039_8671 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,1
38,3132098,41619,81,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_4 3_4_4_4_2 2_6_6_6_6 6_6_6_6_7 2458_1312_1312_2460_1335 2461_2462_2462_2462_1313 7_119_119_119_119 119_119_119_119_2 2_6_6_6_6 6_6_6_6_7 1336_4204_1336_1336_1337 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 2_3_3_3_3 3_3_3_3_2,0
39,3132100,52523,83,1,7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 2457_3044_3044_3044_2457 2457_3044_3044_3044_2457 3046_2181_2181_2181_2182 2183_2192_2192_2192_2182 1454_1453_1453_1453_2346 8154_11211_11211_11211_8154 4302_6085_6085_6085_8137 1486_291_291_291_291 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,0
40,3132105,52523,83,1,2_5_5_5_5 4_5_5_5_5 5_4_4_5_4 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_800 2181_3045_3045_3045_3046 2869_2090_2090_2090_2081 2071_2868_2081_2090_2869 2091_2082_2082_2084_2076 818_818_818_818_818 818_818_818_818_818 818_818_818_818_818 818_2319_2319_2324_2868 2071_2324_2324_2324_2319 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 7761_5739_5739_5739_7683 4080_7761_7761_7761_7479 7682_7259_7259_5739_7683 11249_8815_8815_8815_11249 4081_4080_4080_4080_4081 4078_4078_4079_4078_4078 7694_4080_4080_4080_4081 4081_4080_4080_4080_4081 4081_4080_4081_4081_4080 5739_7761_5739_5739_7761 7761_5739_5739_5739_7761 7694_4080_4080_4080_4081 4080_7259_7259_7259_7682 4078_4078_4079_4078_4078 7259_7682_7682_7682_7259 4078_4080_4080_4080_7259 5739_7761_7761_7761_5739 5739_7761_5739_5739_7761 11177_3056_3056_3056_3062 5886_1447_1447_1447_4399 1735_4439_4439_4439_1735 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 7_119_119_119_119 119_119_119_119_2 2_3_3_3_3 3_3_3_3_2 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
41,3132112,52524,83,1,2_5_5_5_5 5_5_5_5_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_5 4_5_5_5_5 5_5_2_5_2 2_6_6_6_6 6_6_6_6_7 7_115_115_115_291 1370_4092_4092_4092_1370 2799_1893_1893_1893_2794 2799_1893_1893_1893_2767 1893_2799_2799_2799_2477 2799_1893_1893_1893_2799 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 11445_11445_1773_1773_1773 8816_9043_9043_9043_10842 291_291_291_291_115 291_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_115 115_115_115_115_7 4_3_3_3_3 3_3_3_3_4 4_3_3_3_3 3_3_3_3_2 3_2_2_2_5 2_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191,0
42,3132125,46829,3,1,189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_5_5_5_4 4_3_3_3_3 6_6_6_6_7 7_115_115_115_7324 1097_1096_1096_1096_1097 1207_1124_1124_1124_1207 1096_1097_1097_1097_1096 3741_1116_1116_1116_1119 7_119_119_119_119 119_119_119_119_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_6_6_6_6 6_6_6_6_7 3677_2170_2170_2170_2173 1313_1335_1335_1335_2460 7_119_119_119_119 119_119_119_119_2 4_3_3_3_4 4_5_5_5_5 4_3_3_3_3 3_3_3_3_4 4_5_5_5_5 4_5_5_5_5 5_5_5_5_2 189_190_190_190_190 190_190_190_190_191 191_192_192_192_192 192_192_192_192_2 2_5_5_5_5 5_5_5_5_2 4_3_3_3_3 3_3_3_3_2 2_3_3_3_3 3_3_3_3_2 189_190_190_190_190 190_190_190_190_191,3
